timestamp_ns,gpu_index,name,temperature_C,max_temp,slowdown_temp,util_gpu_percent,util_mem_percent,mem_total_MB,mem_used_MB,mem_free_MB,clock_sm_MHz,clock_mem_MHz,clock_graphics_MHz,fan_speed_percent,power_draw_W,ecc_volatile_corrected,ecc_volatile_uncorrected,ecc_aggregate_corrected,ecc_aggregate_uncorrected,total_energy_mJ,clock_freq,adaptive_clock_frequency,clock_max_sm
2025-09-17 10:43:32.537,0,NVIDIA RTX 6000 Ada Generation,32,91,100,0,0,49140,730,48410,210,405,210,30,10.251,-1,-1,-1,-1,22228015098,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:33.556,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,2505,9501,2505,30,32.677,-1,-1,-1,-1,22228073045,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:34.562,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,2505,9501,2505,30,65.088,-1,-1,-1,-1,22228140697,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:35.568,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.503,-1,-1,-1,-1,22228202780,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:36.574,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.5,-1,-1,-1,-1,22228264714,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:37.580,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.596,-1,-1,-1,-1,22228326171,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:38.586,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.605,-1,-1,-1,-1,22228387113,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:39.591,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.493,-1,-1,-1,-1,22228447881,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:40.597,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.589,-1,-1,-1,-1,22228508596,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:41.603,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.852,-1,-1,-1,-1,22228568864,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:42.609,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.939,-1,-1,-1,-1,22228628828,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:43.614,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.915,-1,-1,-1,-1,22228688299,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:44.620,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.878,-1,-1,-1,-1,22228747343,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:45.626,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.82,-1,-1,-1,-1,22228806219,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:46.632,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,62.89,-1,-1,-1,-1,22228864776,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:47.637,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,63.015,-1,-1,-1,-1,22228922983,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:48.643,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,63.052,-1,-1,-1,-1,22228980752,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:49.649,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,2505,9501,2505,30,63.035,-1,-1,-1,-1,22229038260,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=9501, memclockmax=9501, memclockeditable=1, memTransferRate=19002, memTransferRatemin=19002, memTransferRatemax=19002, memTransferRateeditable=1",3105
2025-09-17 10:43:50.655,0,NVIDIA RTX 6000 Ada Generation,36,91,100,0,0,49140,1189,47950,2505,9501,2505,30,63.063,-1,-1,-1,-1,22229076937,1,"nvclock=2505, nvclockmin=210, nvclockmax=3105, nvclockeditable=1, memclock=9501, memclockmin=810, memclockmax=810, memclockeditable=1, memTransferRate=19002, memTransferRatemin=1620, memTransferRatemax=1620, memTransferRateeditable=1",3105
2025-09-17 10:43:51.662,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,360,810,360,30,36.327,-1,-1,-1,-1,22229090471,1,"nvclock=360, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=810, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=1620, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:52.672,0,NVIDIA RTX 6000 Ada Generation,35,91,100,0,0,49140,1189,47950,210,405,210,30,24.316,-1,-1,-1,-1,22229101223,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:53.679,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,11.575,-1,-1,-1,-1,22229111603,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:54.686,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.739,-1,-1,-1,-1,22229122069,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:55.694,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.716,-1,-1,-1,-1,22229132419,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:56.701,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.771,-1,-1,-1,-1,22229142635,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:57.708,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.727,-1,-1,-1,-1,22229152764,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:58.715,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.702,-1,-1,-1,-1,22229162597,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:43:59.722,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.598,-1,-1,-1,-1,22229172337,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:00.729,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.503,-1,-1,-1,-1,22229182074,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:01.736,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.565,-1,-1,-1,-1,22229191978,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:02.743,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.753,-1,-1,-1,-1,22229201594,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:03.750,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.752,-1,-1,-1,-1,22229211075,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:04.757,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.579,-1,-1,-1,-1,22229221521,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:05.764,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.475,-1,-1,-1,-1,22229232052,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:06.771,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.622,-1,-1,-1,-1,22229242450,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:07.777,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.593,-1,-1,-1,-1,22229252761,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:08.790,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.556,-1,-1,-1,-1,22229263229,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:09.797,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.587,-1,-1,-1,-1,22229273651,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:10.804,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.648,-1,-1,-1,-1,22229283969,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:11.811,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.653,-1,-1,-1,-1,22229294081,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:12.819,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.587,-1,-1,-1,-1,22229304044,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:13.826,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.513,-1,-1,-1,-1,22229313859,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:14.833,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.477,-1,-1,-1,-1,22229323716,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:15.839,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.542,-1,-1,-1,-1,22229333400,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:16.846,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.561,-1,-1,-1,-1,22229343174,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:17.853,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.594,-1,-1,-1,-1,22229354043,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:18.860,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.7,-1,-1,-1,-1,22229364608,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:19.867,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.67,-1,-1,-1,-1,22229375220,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:20.874,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.663,-1,-1,-1,-1,22229385720,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:21.881,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.714,-1,-1,-1,-1,22229396089,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:22.888,0,NVIDIA RTX 6000 Ada Generation,34,91,100,0,0,49140,1189,47950,210,405,210,30,10.673,-1,-1,-1,-1,22229406358,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:23.895,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.625,-1,-1,-1,-1,22229416481,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:24.902,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.602,-1,-1,-1,-1,22229426622,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:25.909,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.638,-1,-1,-1,-1,22229436561,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:26.916,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.641,-1,-1,-1,-1,22229446356,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:27.923,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.544,-1,-1,-1,-1,22229456225,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:28.931,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.58,-1,-1,-1,-1,22229466010,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:29.938,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.606,-1,-1,-1,-1,22229475818,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:30.945,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.688,-1,-1,-1,-1,22229485405,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
2025-09-17 10:44:31.952,0,NVIDIA RTX 6000 Ada Generation,33,91,100,0,0,49140,1189,47950,210,405,210,30,10.691,-1,-1,-1,-1,22229496086,1,"nvclock=210, nvclockmin=210, nvclockmax=405, nvclockeditable=1, memclock=405, memclockmin=405, memclockmax=405, memclockeditable=1, memTransferRate=810, memTransferRatemin=810, memTransferRatemax=810, memTransferRateeditable=1",3105
